Tỉnh Thành Phố,Mã TP,Quận Huyện,Mã QH,Phường Xã,Mã PX
Tỉnh Gia Lai,64,Huyện Kông Chro,630,Xã Ya Ma,23848
Tỉnh Gia Lai,64,Huyện Kông Chro,630,Xã Chơ Long,23851
Tỉnh Gia Lai,64,Huyện Kông Chro,630,Xã Yang Nam,23854
Tỉnh Gia Lai,64,Huyện Đức Cơ,631,Thị trấn Chư Ty,23857
Tỉnh Gia Lai,64,Huyện Đức Cơ,631,Xã Ia Dơk,23860
Tỉnh Gia Lai,64,Huyện Đức Cơ,631,Xã Ia Krêl,23863
Tỉnh Gia Lai,64,Huyện Đức Cơ,631,Xã Ia Din,23866
Tỉnh Gia Lai,64,Huyện Đức Cơ,631,Xã Ia Kla,23869
Tỉnh Gia Lai,64,Huyện Đức Cơ,631,Xã Ia Dom,23872
Tỉnh Gia Lai,64,Huyện Đức Cơ,631,Xã Ia Lang,23875
Tỉnh Gia Lai,64,Huyện Đức Cơ,631,Xã Ia Kriêng,23878
Tỉnh Gia Lai,64,Huyện Đức Cơ,631,Xã Ia Pnôn,23881
Tỉnh Gia Lai,64,Huyện Đức Cơ,631,Xã Ia Nan,23884
Tỉnh Gia Lai,64,Huyện Chư Prông,632,Thị trấn Chư Prông,23887
Tỉnh Gia Lai,64,Huyện Chư Prông,632,Xã Ia Kly,23888
Tỉnh Gia Lai,64,Huyện Chư Prông,632,Xã Bình Giáo,23890
Tỉnh Gia Lai,64,Huyện Chư Prông,632,Xã Ia Drăng,23893
Tỉnh Gia Lai,64,Huyện Chư Prông,632,Xã Thăng Hưng,23896
Tỉnh Gia Lai,64,Huyện Chư Prông,632,Xã Bàu Cạn,23899
Tỉnh Gia Lai,64,Huyện Chư Prông,632,Xã Ia Phìn,23902
Tỉnh Gia Lai,64,Huyện Chư Prông,632,Xã Ia Băng,23905
Tỉnh Gia Lai,64,Huyện Chư Prông,632,Xã Ia Tôr,23908
Tỉnh Gia Lai,64,Huyện Chư Prông,632,Xã Ia Boòng,23911
Tỉnh Gia Lai,64,Huyện Chư Prông,632,Xã Ia O,23914
Tỉnh Gia Lai,64,Huyện Chư Prông,632,Xã Ia Púch,23917
Tỉnh Gia Lai,64,Huyện Chư Prông,632,Xã Ia Me,23920
Tỉnh Gia Lai,64,Huyện Chư Prông,632,Xã Ia Vê,23923
Tỉnh Gia Lai,64,Huyện Chư Prông,632,Xã Ia Bang,23924
Tỉnh Gia Lai,64,Huyện Chư Prông,632,Xã Ia Pia,23926
Tỉnh Gia Lai,64,Huyện Chư Prông,632,Xã Ia Ga,23929
Tỉnh Gia Lai,64,Huyện Chư Prông,632,Xã Ia Lâu,23932
Tỉnh Gia Lai,64,Huyện Chư Prông,632,Xã Ia Piơr,23935
Tỉnh Gia Lai,64,Huyện Chư Prông,632,Xã Ia Mơ,23938
Tỉnh Gia Lai,64,Huyện Chư Sê,633,Thị trấn Chư Sê,23941
Tỉnh Gia Lai,64,Huyện Chư Sê,633,Xã Ia Tiêm,23944
Tỉnh Gia Lai,64,Huyện Chư Sê,633,Xã Chư Pơng,23945
Tỉnh Gia Lai,64,Huyện Chư Sê,633,Xã Bar Măih,23946
Tỉnh Gia Lai,64,Huyện Chư Sê,633,Xã Bờ Ngoong,23947
Tỉnh Gia Lai,64,Huyện Chư Sê,633,Xã Ia Glai,23950
Tỉnh Gia Lai,64,Huyện Chư Sê,633,Xã AL Bá,23953
Tỉnh Gia Lai,64,Huyện Chư Sê,633,Xã Kông HTok,23954
Tỉnh Gia Lai,64,Huyện Chư Sê,633,Xã AYun,23956
Tỉnh Gia Lai,64,Huyện Chư Sê,633,Xã Ia HLốp,23959
Tỉnh Gia Lai,64,Huyện Chư Sê,633,Xã Ia Blang,23962
Tỉnh Gia Lai,64,Huyện Chư Sê,633,Xã Dun,23965
Tỉnh Gia Lai,64,Huyện Chư Sê,633,Xã Ia Pal,23966
Tỉnh Gia Lai,64,Huyện Chư Sê,633,Xã H Bông,23968
Tỉnh Gia Lai,64,Huyện Chư Sê,633,Xã Ia Ko,23977
Tỉnh Gia Lai,64,Huyện Đăk Pơ,634,Xã Hà Tam,23989
Tỉnh Gia Lai,64,Huyện Đăk Pơ,634,Xã An Thành,23992
Tỉnh Gia Lai,64,Huyện Đăk Pơ,634,Thị trấn Đak Pơ,23995
Tỉnh Gia Lai,64,Huyện Đăk Pơ,634,Xã Yang Bắc,23998
Tỉnh Gia Lai,64,Huyện Đăk Pơ,634,Xã Cư An,24001
Tỉnh Gia Lai,64,Huyện Đăk Pơ,634,Xã Tân An,24004
Tỉnh Gia Lai,64,Huyện Đăk Pơ,634,Xã Phú An,24007
Tỉnh Gia Lai,64,Huyện Đăk Pơ,634,Xã Ya Hội,24010
Tỉnh Gia Lai,64,Huyện Ia Pa,635,Xã Pờ Tó,24013
Tỉnh Gia Lai,64,Huyện Ia Pa,635,Xã Chư Răng,24016
Tỉnh Gia Lai,64,Huyện Ia Pa,635,Xã Ia KDăm,24019
Tỉnh Gia Lai,64,Huyện Ia Pa,635,Xã Kim Tân,24022
Tỉnh Gia Lai,64,Huyện Ia Pa,635,Xã Chư Mố,24025
Tỉnh Gia Lai,64,Huyện Ia Pa,635,Xã Ia Tul,24028
Tỉnh Gia Lai,64,Huyện Ia Pa,635,Xã Ia Ma Rơn,24031
Tỉnh Gia Lai,64,Huyện Ia Pa,635,Xã Ia Broăi,24034
Tỉnh Gia Lai,64,Huyện Ia Pa,635,Xã Ia Trok,24037
Tỉnh Gia Lai,64,Huyện Krông Pa,637,Thị trấn Phú Túc,24076
Tỉnh Gia Lai,64,Huyện Krông Pa,637,Xã Ia RSai,24079
Tỉnh Gia Lai,64,Huyện Krông Pa,637,Xã Ia RSươm,24082
Tỉnh Gia Lai,64,Huyện Krông Pa,637,Xã Chư Gu,24085
Tỉnh Gia Lai,64,Huyện Krông Pa,637,Xã Đất Bằng,24088
Tỉnh Gia Lai,64,Huyện Krông Pa,637,Xã Ia Mláh,24091
Tỉnh Gia Lai,64,Huyện Krông Pa,637,Xã Chư Drăng,24094
Tỉnh Gia Lai,64,Huyện Krông Pa,637,Xã Phú Cần,24097
Tỉnh Gia Lai,64,Huyện Krông Pa,637,Xã Ia HDreh,24100
Tỉnh Gia Lai,64,Huyện Krông Pa,637,Xã Ia RMok,24103
Tỉnh Gia Lai,64,Huyện Krông Pa,637,Xã Chư Ngọc,24106
Tỉnh Gia Lai,64,Huyện Krông Pa,637,Xã Uar,24109
Tỉnh Gia Lai,64,Huyện Krông Pa,637,Xã Chư Rcăm,24112
Tỉnh Gia Lai,64,Huyện Krông Pa,637,Xã Krông Năng,24115
Tỉnh Gia Lai,64,Huyện Phú Thiện,638,Thị trấn Phú Thiện,24043
Tỉnh Gia Lai,64,Huyện Phú Thiện,638,Xã Chư A Thai,24046
Tỉnh Gia Lai,64,Huyện Phú Thiện,638,Xã Ayun Hạ,24048
Tỉnh Gia Lai,64,Huyện Phú Thiện,638,Xã Ia Ake,24049
Tỉnh Gia Lai,64,Huyện Phú Thiện,638,Xã Ia Sol,24052
Tỉnh Gia Lai,64,Huyện Phú Thiện,638,Xã Ia Piar,24055
Tỉnh Gia Lai,64,Huyện Phú Thiện,638,Xã Ia Peng,24058
Tỉnh Gia Lai,64,Huyện Phú Thiện,638,Xã Chrôh Pơnan,24060
Tỉnh Gia Lai,64,Huyện Phú Thiện,638,Xã Ia Hiao,24061
Tỉnh Gia Lai,64,Huyện Phú Thiện,638,Xã Ia Yeng,24067
Tỉnh Gia Lai,64,Huyện Chư Pưh,639,Thị trấn Nhơn Hoà,23942
Tỉnh Gia Lai,64,Huyện Chư Pưh,639,Xã Ia Hrú,23971
Tỉnh Gia Lai,64,Huyện Chư Pưh,639,Xã Ia Rong,23972
Tỉnh Gia Lai,64,Huyện Chư Pưh,639,Xã Ia Dreng,23974
Tỉnh Gia Lai,64,Huyện Chư Pưh,639,Xã Ia Hla,23978
Tỉnh Gia Lai,64,Huyện Chư Pưh,639,Xã Chư Don,23980
Tỉnh Gia Lai,64,Huyện Chư Pưh,639,Xã Ia Phang,23983
Tỉnh Gia Lai,64,Huyện Chư Pưh,639,Xã Ia Le,23986
Tỉnh Gia Lai,64,Huyện Chư Pưh,639,Xã Ia BLứ,23987
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Tân Lập,24118
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Tân Hòa,24121
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Tân An,24124
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Thống Nhất,24127
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Thành Nhất,24130
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Thắng Lợi,24133
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Tân Lợi,24136
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Thành Công,24139
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Tân Thành,24142
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Tân Tiến,24145
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Tự An,24148
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Ea Tam,24151
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Khánh Xuân,24154
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Xã Hòa Thuận,24157
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Xã Cư ÊBur,24160
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Xã Ea Tu,24163
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Xã Hòa Thắng,24166
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Xã Ea Kao,24169
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Xã Hòa Phú,24172
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Xã Hòa Khánh,24175
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Xã Hòa Xuân,24178
Tỉnh Đắk Lắk,66,Thị Xã Buôn Hồ,644,Phường An Lạc,24305
Tỉnh Đắk Lắk,66,Thị Xã Buôn Hồ,644,Phường An Bình,24308
Tỉnh Đắk Lắk,66,Thị Xã Buôn Hồ,644,Phường Thiện An,24311
Tỉnh Đắk Lắk,66,Thị Xã Buôn Hồ,644,Phường Đạt Hiếu,24318
Tỉnh Đắk Lắk,66,Thị Xã Buôn Hồ,644,Phường Đoàn Kết,24322
Tỉnh Đắk Lắk,66,Thị Xã Buôn Hồ,644,Xã Ea Blang,24325
Tỉnh Đắk Lắk,66,Thị Xã Buôn Hồ,644,Xã Ea Drông,24328
Tỉnh Đắk Lắk,66,Thị Xã Buôn Hồ,644,Phường Thống Nhất,24331
Tỉnh Đắk Lắk,66,Thị Xã Buôn Hồ,644,Phường Bình Tân,24332
Tỉnh Đắk Lắk,66,Thị Xã Buôn Hồ,644,Xã Ea Siên,24334
Tỉnh Đắk Lắk,66,Thị Xã Buôn Hồ,644,Xã Bình Thuận,24337
Tỉnh Đắk Lắk,66,Thị Xã Buôn Hồ,644,Xã Cư Bao,24340
Tỉnh Đắk Lắk,66,Huyện Ea H'leo,645,Thị trấn Ea Drăng,24181
Tỉnh Đắk Lắk,66,Huyện Ea H'leo,645,Xã Ea H'leo,24184
Tỉnh Đắk Lắk,66,Huyện Ea H'leo,645,Xã Ea Sol,24187
Tỉnh Đắk Lắk,66,Huyện Ea H'leo,645,Xã Ea Ral,24190
Tỉnh Đắk Lắk,66,Huyện Ea H'leo,645,Xã Ea Wy,24193
Tỉnh Đắk Lắk,66,Huyện Ea H'leo,645,Xã Cư A Mung,24194
Tỉnh Đắk Lắk,66,Huyện Ea H'leo,645,Xã Cư Mốt,24196
Tỉnh Đắk Lắk,66,Huyện Ea H'leo,645,Xã Ea Hiao,24199
Tỉnh Đắk Lắk,66,Huyện Ea H'leo,645,Xã Ea Khal,24202
Tỉnh Đắk Lắk,66,Huyện Ea H'leo,645,Xã Dliê Yang,24205
Tỉnh Đắk Lắk,66,Huyện Ea H'leo,645,Xã Ea Tir,24207
Tỉnh Đắk Lắk,66,Huyện Ea H'leo,645,Xã Ea Nam,24208
Tỉnh Đắk Lắk,66,Huyện Ea Súp,646,Thị trấn Ea Súp,24211
Tỉnh Đắk Lắk,66,Huyện Ea Súp,646,Xã Ia Lốp,24214
Tỉnh Đắk Lắk,66,Huyện Ea Súp,646,Xã Ia JLơi,24215
Tỉnh Đắk Lắk,66,Huyện Ea Súp,646,Xã Ea Rốk,24217
Tỉnh Đắk Lắk,66,Huyện Ea Súp,646,Xã Ya Tờ Mốt,24220
Tỉnh Đắk Lắk,66,Huyện Ea Súp,646,Xã Ia RVê,24221
Tỉnh Đắk Lắk,66,Huyện Ea Súp,646,Xã Ea Lê,24223
Tỉnh Đắk Lắk,66,Huyện Ea Súp,646,Xã Cư KBang,24226
Tỉnh Đắk Lắk,66,Huyện Ea Súp,646,Xã Ea Bung,24229
Tỉnh Đắk Lắk,66,Huyện Ea Súp,646,Xã Cư M'Lan,24232
Tỉnh Đắk Lắk,66,Huyện Buôn Đôn,647,Xã Krông Na,24235
Tỉnh Đắk Lắk,66,Huyện Buôn Đôn,647,Xã Ea Huar,24238
Tỉnh Đắk Lắk,66,Huyện Buôn Đôn,647,Xã Ea Wer,24241
Tỉnh Đắk Lắk,66,Huyện Buôn Đôn,647,Xã Tân Hoà,24244
Tỉnh Đắk Lắk,66,Huyện Buôn Đôn,647,Xã Cuôr KNia,24247
Tỉnh Đắk Lắk,66,Huyện Buôn Đôn,647,Xã Ea Bar,24250
Tỉnh Đắk Lắk,66,Huyện Buôn Đôn,647,Xã Ea Nuôl,24253
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Thị trấn Ea Pốk,24256
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Thị trấn Quảng Phú,24259
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Quảng Tiến,24262
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Ea Kuêh,24264
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Ea Kiết,24265
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Ea Tar,24268
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Cư Dliê M'nông,24271
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Ea H'đinh,24274
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Ea Tul,24277
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Ea KPam,24280
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Ea M'DRóh,24283
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Quảng Hiệp,24286
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Cư M'gar,24289
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Ea D'Rơng,24292
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Ea M'nang,24295
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Cư Suê,24298
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Cuor Đăng,24301
Tỉnh Đắk Lắk,66,Huyện Krông Búk,649,Xã Cư Né,24307
Tỉnh Đắk Lắk,66,Huyện Krông Búk,649,Xã Chư KBô,24310
Tỉnh Đắk Lắk,66,Huyện Krông Búk,649,Xã Cư Pơng,24313
Tỉnh Đắk Lắk,66,Huyện Krông Búk,649,Xã Ea Sin,24314
Tỉnh Đắk Lắk,66,Huyện Krông Búk,649,Xã Pơng Drang,24316
Tỉnh Đắk Lắk,66,Huyện Krông Búk,649,Xã Tân Lập,24317
Tỉnh Đắk Lắk,66,Huyện Krông Búk,649,Xã Ea Ngai,24319
Tỉnh Đắk Lắk,66,Huyện Krông Năng,650,Thị trấn Krông Năng,24343
Tỉnh Đắk Lắk,66,Huyện Krông Năng,650,Xã ĐLiê Ya,24346
Tỉnh Đắk Lắk,66,Huyện Krông Năng,650,Xã Ea Tóh,24349
Tỉnh Đắk Lắk,66,Huyện Krông Năng,650,Xã Ea Tam,24352
Tỉnh Đắk Lắk,66,Huyện Krông Năng,650,Xã Phú Lộc,24355
Tỉnh Đắk Lắk,66,Huyện Krông Năng,650,Xã Tam Giang,24358
Tỉnh Đắk Lắk,66,Huyện Krông Năng,650,Xã Ea Puk,24359
Tỉnh Đắk Lắk,66,Huyện Krông Năng,650,Xã Ea Dăh,24360
Tỉnh Đắk Lắk,66,Huyện Krông Năng,650,Xã Ea Hồ,24361
Tỉnh Đắk Lắk,66,Huyện Krông Năng,650,Xã Phú Xuân,24364
Tỉnh Đắk Lắk,66,Huyện Krông Năng,650,Xã Cư Klông,24367
Tỉnh Đắk Lắk,66,Huyện Krông Năng,650,Xã Ea Tân,24370
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Thị trấn Ea Kar,24373
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Thị trấn Ea Knốp,24376
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Ea Sô,24379
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Ea Sar,24380
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Xuân Phú,24382
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Cư Huê,24385
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Ea Tih,24388
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Ea Đar,24391
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Ea Kmút,24394
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Cư Ni,24397
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Ea Păl,24400
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Cư Prông,24401
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Ea Ô,24403
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Cư ELang,24404
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Cư Bông,24406
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Cư Jang,24409
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Thị trấn M'Đrắk,24412
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Xã Cư Prao,24415
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Xã Ea Pil,24418
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Xã Ea Lai,24421
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Xã Ea H'MLay,24424
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Xã Krông Jing,24427
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Xã Ea M' Doal,24430
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Xã Ea Riêng,24433
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Xã Cư M'ta,24436
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Xã Cư K Róa,24439
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Xã Krông Á,24442
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Xã Cư San,24444
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Xã Ea Trang,24445
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Thị trấn Krông Kmar,24448
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Dang Kang,24451
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Cư KTy,24454
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Hòa Thành,24457
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Hòa Tân,24460
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Hòa Phong,24463
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Hòa Lễ,24466
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Yang Reh,24469
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Ea Trul,24472
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Khuê Ngọc Điền,24475
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Cư Pui,24478
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Hòa Sơn,24481
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Cư Drăm,24484
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Yang Mao,24487
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Thị trấn Phước An,24490
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã KRông Búk,24493
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Ea Kly,24496
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Ea Kênh,24499
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Ea Phê,24502
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Ea KNuec,24505
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Ea Yông,24508
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Hòa An,24511
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Ea Kuăng,24514
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Hòa Đông,24517
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Ea Hiu,24520
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Hòa Tiến,24523
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Tân Tiến,24526
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Vụ Bổn,24529
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Ea Uy,24532
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Ea Yiêng,24535
Tỉnh Đắk Lắk,66,Huyện Krông A Na,655,Thị trấn Buôn Trấp,24538
Tỉnh Đắk Lắk,66,Huyện Krông A Na,655,Xã Dray Sáp,24556
Tỉnh Đắk Lắk,66,Huyện Krông A Na,655,Xã Ea Na,24559
Tỉnh Đắk Lắk,66,Huyện Krông A Na,655,Xã Ea Bông,24565
Tỉnh Đắk Lắk,66,Huyện Krông A Na,655,Xã Băng A Drênh,24568
Tỉnh Đắk Lắk,66,Huyện Krông A Na,655,Xã Dur KMăl,24571
Tỉnh Đắk Lắk,66,Huyện Krông A Na,655,Xã Bình Hòa,24574
Tỉnh Đắk Lắk,66,Huyện Krông A Na,655,Xã Quảng Điền,24577
Tỉnh Đắk Lắk,66,Huyện Lắk,656,Thị trấn Liên Sơn,24580
Tỉnh Đắk Lắk,66,Huyện Lắk,656,Xã Yang Tao,24583
Tỉnh Đắk Lắk,66,Huyện Lắk,656,Xã Bông Krang,24586
Tỉnh Đắk Lắk,66,Huyện Lắk,656,Xã Đắk Liêng,24589
Tỉnh Đắk Lắk,66,Huyện Lắk,656,Xã Buôn Triết,24592
Tỉnh Đắk Lắk,66,Huyện Lắk,656,Xã Buôn Tría,24595
Tỉnh Đắk Lắk,66,Huyện Lắk,656,Xã Đắk Phơi,24598
Tỉnh Đắk Lắk,66,Huyện Lắk,656,Xã Đắk Nuê,24601
Tỉnh Đắk Lắk,66,Huyện Lắk,656,Xã Krông Nô,24604
Tỉnh Đắk Lắk,66,Huyện Lắk,656,Xã Nam Ka,24607
Tỉnh Đắk Lắk,66,Huyện Lắk,656,Xã Ea R'Bin,24610
Tỉnh Đắk Lắk,66,Huyện Cư Kuin,657,Xã Ea Ning,24540
Tỉnh Đắk Lắk,66,Huyện Cư Kuin,657,Xã Cư Ê Wi,24541
Tỉnh Đắk Lắk,66,Huyện Cư Kuin,657,Xã Ea Ktur,24544
Tỉnh Đắk Lắk,66,Huyện Cư Kuin,657,Xã Ea Tiêu,24547
Tỉnh Đắk Lắk,66,Huyện Cư Kuin,657,Xã Ea BHốk,24550
Tỉnh Đắk Lắk,66,Huyện Cư Kuin,657,Xã Ea Hu,24553
Tỉnh Đắk Lắk,66,Huyện Cư Kuin,657,Xã Dray Bhăng,24561
Tỉnh Đắk Lắk,66,Huyện Cư Kuin,657,Xã Hòa Hiệp,24562
Tỉnh Đắk Nông,67,Thành phố Gia Nghĩa,660,Phường Nghĩa Đức,24611
Tỉnh Đắk Nông,67,Thành phố Gia Nghĩa,660,Phường Nghĩa Thành,24612
Tỉnh Đắk Nông,67,Thành phố Gia Nghĩa,660,Phường Nghĩa Phú,24614
Tỉnh Đắk Nông,67,Thành phố Gia Nghĩa,660,Phường Nghĩa Tân,24615
Tỉnh Đắk Nông,67,Thành phố Gia Nghĩa,660,Phường Nghĩa Trung,24617
Tỉnh Đắk Nông,67,Thành phố Gia Nghĩa,660,Xã Đăk R'Moan,24618
Tỉnh Đắk Nông,67,Thành phố Gia Nghĩa,660,Phường Quảng Thành,24619
Tỉnh Đắk Nông,67,Thành phố Gia Nghĩa,660,Xã Đắk Nia,24628
Tỉnh Đắk Nông,67,Huyện Đăk Glong,661,Xã Quảng Sơn,24616
Tỉnh Đắk Nông,67,Huyện Đăk Glong,661,Xã Quảng Hoà,24620
Tỉnh Đắk Nông,67,Huyện Đăk Glong,661,Xã Đắk Ha,24622
Tỉnh Đắk Nông,67,Huyện Đăk Glong,661,Xã Đắk R'Măng,24625
Tỉnh Đắk Nông,67,Huyện Đăk Glong,661,Xã Quảng Khê,24631
Tỉnh Đắk Nông,67,Huyện Đăk Glong,661,Xã Đắk Plao,24634
Tỉnh Đắk Nông,67,Huyện Đăk Glong,661,Xã Đắk Som,24637
Tỉnh Đắk Nông,67,Huyện Cư Jút,662,Thị trấn Ea T'Ling,24640
Tỉnh Đắk Nông,67,Huyện Cư Jút,662,Xã Đắk Wil,24643
Tỉnh Đắk Nông,67,Huyện Cư Jút,662,Xã Ea Pô,24646
Tỉnh Đắk Nông,67,Huyện Cư Jút,662,Xã Nam Dong,24649
Tỉnh Đắk Nông,67,Huyện Cư Jút,662,Xã Đắk DRông,24652
Tỉnh Đắk Nông,67,Huyện Cư Jút,662,Xã Tâm Thắng,24655
Tỉnh Đắk Nông,67,Huyện Cư Jút,662,Xã Cư Knia,24658
Tỉnh Đắk Nông,67,Huyện Cư Jút,662,Xã Trúc Sơn,24661
Tỉnh Đắk Nông,67,Huyện Đắk Mil,663,Thị trấn Đắk Mil,24664
Tỉnh Đắk Nông,67,Huyện Đắk Mil,663,Xã  Đắk Lao,24667
Tỉnh Đắk Nông,67,Huyện Đắk Mil,663,Xã Đắk R'La,24670
Tỉnh Đắk Nông,67,Huyện Đắk Mil,663,Xã Đắk Gằn,24673
Tỉnh Đắk Nông,67,Huyện Đắk Mil,663,Xã Đức Mạnh,24676
Tỉnh Đắk Nông,67,Huyện Đắk Mil,663,Xã Đắk N'Drót,24677
Tỉnh Đắk Nông,67,Huyện Đắk Mil,663,Xã Long Sơn,24678
Tỉnh Đắk Nông,67,Huyện Đắk Mil,663,Xã Đắk Sắk,24679
Tỉnh Đắk Nông,67,Huyện Đắk Mil,663,Xã Thuận An,24682
Tỉnh Đắk Nông,67,Huyện Đắk Mil,663,Xã Đức Minh,24685
